post_id,sentiment_label
1832132554536677308,4.237020316027088
1833652795909465876,3.038076152304609
1835781790402624115,3.877659574468085
1837225294718004760,4.103207810320781
1841553864824013375,3.8275862068965516
1842330120486149889,3.190615835777126
1844455031178599424,4.015968063872256
1845921078922520445,3.3696969696969696
1850270369769123816,4.168949771689498
1852434924587864721,3.7845117845117846
1855366259093682192,3.015432098765432
1858228253450724885,3.5689655172413794
1859691970798347239,4.441340782122905
1860516411279226637,4.195121951219512
1860846593600920043,4.055666003976143
1862646105364527838,4.610354223433243
1863371377585052272,4.4392523364485985
1865468314583835865,4.235294117647059
1867634900166137004,3.8420398009950247
1868474767280290991,3.721830985915493
1873447007056316378,4.395604395604396
1874985175203333640,4.131578947368421
1877106236413836571,4.446428571428571
1877833709266962801,4.213917525773196
1880753121045391859,4.168067226890757
1882219152020385411,3.9448818897637796
1882934415925771187,3.6462585034013606
1883643629681883626,3.978328173374613
1884387941533116586,4.204081632653061
1887216211362357392,4.543509272467903
1895194364403955650,4.274590163934426
1896717858409108922,4.173228346456693
1898851926022046576,3.923076923076923
1899578479316202987,3.380434782608696
1900330754531916108,4.10625
1903966225531030563,4.906109324758843
1907558523107827229,3.3006134969325154
1918467646674697793,4.422101449275362
1921322139007196081,4.175531914893617
1932909873815530620,3.89010989010989
1935132013373639295,4.339366515837104
1946714799087769797,4.75
1951074591474216440,4.344827586206897
1951797798066023279,3.972568578553616
1954703108241892383,3.580952380952381
1958298385133793591,4.158908507223114
1962680101550048384,4.287650602409639
1964808346756149910,4.348101265822785
1965539713718501479,4.336614173228346
1966978653271177866,3.7461139896373057
1980100540029449191,4.147186147186147
1992342037489222815,4.258928571428571
2003233925855191920,4.465116279069767
2003943843449270513,4.338709677419355
2004516817233744939,4.764705882352941
2005394688544014190,4.582781456953643
2006827042143526136,4.275303643724697
2007591289505152150,4.300813008130081
2017738339844559121,3.7025641025641027
2018425702518332124,4.158536585365853
2022056028045899644,4.437229437229437
2029345427825878598,4.259634888438134
2035066498822688863,4.189873417721519
2036517253093989354,4.582608695652174
2037275716258602053,4.507462686567164
2038712951801593415,4.506756756756757
2042379885432763401,4.322222222222222
2048129753917122443,3.908450704225352
2049564575805971945,3.5833333333333335
2053270401062127563,4.112244897959184
2054651066567310036,4.817589576547231
2059741672972937505,4.339622641509434
2066261952432351732,3.814432989690722
2068435252650554098,4.245762711864407
2087347220790749974,3.2679738562091503
2098193883428201071,4.38728323699422
2099646937654523299,4.03921568627451
2103234241551419908,4.301960784313725
2108339365324093133,4.630057803468208
2112653963380729976,4.605080831408776
2115560460544675981,3.951923076923077
2126426914836181521,4.524904214559387
2129330129711839879,4.279411764705882
2133701111253666693,4.291617473435656
2135157900415469799,4.36551724137931
2140938574141371181,4.39751552795031
2146028643457969991,4.008172362555721
2149676103657205061,4.003311258278146
2159035607720975853,4.267156862745098
2167007854410773703,3.893939393939394
2180179737616444957,4.375
2187384507691407419,4.053191489361702
2201882633831209197,4.550335570469799
2204689463468995225,4.544303797468355
2215603669785846178,4.391046741277156
2225794316182080052,4.317769130998703
2236656030088124945,3.430517711171662
2251885847704059487,4.2669172932330826
2262688917211905906,4.3932926829268295
2293130178481592568,4.34739560912613
2303274275712230438,4.529109589041096
2322168075662858226,4.6352128883774455
2343887443706316923,4.247582205029014
2345328800337838542,4.42330383480826
2347515929545326385,4.092618384401114
2351169864365557682,4.453222453222454
2354000961651024371,4.490909090909091
2369199416979396163,4.238916256157635
2377941341311941574,4.654135338345864
2388807222543793364,4.08080808080808
2389530534446191141,4.6277915632754345
2394666347891144855,3.9705159705159705
2398935489414430653,4.677966101694915
2404064534141729837,4.651515151515151
2408279748139772120,4.445422535211268
2408780414255646922,3.919431279620853
2421399644557757055,4.531914893617022
2443867022595797630,3.320388349514563
2466432827300732213,3.9818840579710146
2483065048400672054,4.20125786163522
2506233191591717587,4.529411764705882
2531624219005736677,4.678571428571429
2534452199453187666,4.454545454545454
2545386103915887291,4.208053691275167
2547493050563474613,4.318181818181818
2551139457866400606,4.065476190476191
2575759907363774313,4.336
2602589662327153794,4.333333333333333
2620724557025531793,4.12962962962963
2674347458220724876,4.2
2692592279552976863,4.7320617620345145
2805538080872172971,4.6141732283464565
2853483936035958376,4.412280701754386
2861373449892147172,4.420560747663552
2870083982034558852,4.214285714285714
2900446865503289024,4.213483146067416
2975844139415541223,4.5
2976619621302890920,4.391304347826087
2985316565021852466,4.330543933054393
3007064198866077136,4.495145631067961
3054934164105549692,4.342465753424658
3131013378177818860,4.682608695652174
